"KontoID","Konto","Naziv","RokPlacanja"
"3691","432352","MERIDIAN A.D. P.J. Karakaj - Zvornik","0"
"3701","432353","JP Veterinarska stanica - Bugojno","15"
"3702","432354","BBI BANKA - Sarajevo","0"
"3712","432355","MERKEZ OIL doo - Novi Travnik","0"
"3733","432356","VAKUFSKA BANKA dd - Sarajevo","0"
"3741","432357","INTERACT doo - Visoko","30"
"3742","432358","ALPLA BH doo - Citluk","0"
"3751","432359","BUBA COMMERCE doo - Vitez","0"
"3753","432360","HANDY PET doo - LaktaSi","0"
"3765","432361","LUKAS IMPORT doo - LaktaSi","10"
"3769","432362","GRAND 99 doo - Travnik","0"
"3777","432363","BLOCK doo - Sarajevo","0"
"3796","432364","PENNY PLUS doo - Sarajevo","0"
"3802","432365","PREMIUM ASSISTENCE doo - Zenica","0"
"3815","432366","JU Dom Zdravlja - G. Vakuf-Uskoplje","0"
"3817","432367","PPUD GREBEN doo - Novi Travnik","15"
"3821","432368","Milch Product SmajiC doo - CeliC","0"
"3826","432369","Vatrogasno druStvo STARI VITEZ - Vitez","0"
"3828","432370","BINGO doo Tuzla","0"
"3843","432371","PROVING doo - Sarajevo","0"
"3844","432372","CORONA PACK doo TeSanj","0"
"3846","432373","VANJSKOTRGOVINSKA KOMORA BiH - Sarajevo","0"
"3861","432374","Federalni zavod za poljoprivredu - Sarajevo","0"
"3864","432375","INTER AGRO PO - Kakanj","0"
"3869","432376","GENOM Institut - Travnik","0"
"3873","432377","Konsalting za hranu - Sarajevo","0"
"3880","432378","ZahiroviC Suljo - Novi Travnik","0"
"3886","432379","INTERCAMP doo Sarajevo","0"
"3888","432380","EKO PAK doo Sarajevo","0"
"3894","432381","FRIGOTERM D.O.O Mostar","0"
"3895","432382","Ivica RajiC - Vitez","0"
"3896","432383","DNOLUKA PREVOZ doo Jajce","0"
"3902","432385","ASA SERVIS doo","0"
"3907","432386","AGRAM DD LjubuSki podruZnica Bugojno","0"
"3910","432387","HO-EX doo Bugojno","0"
"3913","432388","BIOL doo","0"
"3914","432389","OR ""ALISPAHIC""","0"
"3915","432390","Konjic-karton doo","0"
"3923","432391","MEGASOFT doo Bugojno","0"
"3924","432392","STR-dragstor CYBER Bugojno","0"
"3927","432393","AGROCENTAR doo Gornji Vakuf-Uskoplje","30"
"3936","432394","NEGRO CROWN doo","30"
"4005","432399","ABA doo","30"
"4051","432404","Sanitacija doo. Sarajevo","0"
"3941","432405","Roma Trade doo","21"
"3950","432406","FiA, SARAJEVO","0"
"3956","432407","PBS SARAJEVO","30"
"3957","432411","Rose-Wood d.o.o","60"
"4068","432414","MAX PELET doo, Bugojno","0"
"4034","432420","CENTAR MOTOR D.O.O. Siroki Brijeg","0"
"4035","432421","BP MEGA doo, Gonji Vakuf-Uskoplje","0"
"3966","432422","B-H VET doo, Gornji Vakuf","60"
"3967","432423","PBS Banka- Bugojno","30"
"3969","432427","FERSPED ZVORNIK","0"
"3971","432428","ATLAS SPED DOO GRADISKA","30"
"3977","432429","PuljareviC Milan, GradiSka","30"
"3980","432430","KUNA DOO, TUZLA","30"
"3982","432431","SJAJ DOO, Maglaj","30"
"3985","432432","DrvosjeCa do, Sarajevo","0"
"4004","432433","SPHERE doo, PodruZnica Bugojno","30"
"4006","432434","ORGANSKA KONTROLA","30"
"4007","432435","INTERSPED D.O.O.","30"
"4015","432436","HIDROPAK DOO, Zenica","30"
"4018","432437","BAPI doo, Vitez","60"
"4019","432438","Auto MilovanoviC doo","30"
"4024","432439","Atlas Trading doo","30"
"4030","432440","TESTING CENTAR DOO, Gornji Vakuf-Uskoplje","0"
"4033","432441","GUMA M DOO, Mostar","30"
"4045","432442","Veleprodajni centar ATOM doo","0"
"4048","432443","OSING Osiguranje InZinjering doo","0"
"4050","432444","ETIROL DOO, Kiseljak","0"
"4054","432445","TELNET DOO, Sarajevo","0"
"4061","432446","Ministarstvi poljoprivrede, vodoprivrede i Sumarstva SBK","0"
"4066","432447","SIM IMPEX DOO","0"
"4072","432448","KLIO DOO, Lukavac","0"
"4074","432449","IN TIME doo, Sarajevo","7"
"4077","432450","HIFA-PETROL D.O.O.","0"
"4078","432451","RACUNOVODSTVENI BIRO ""JONIC""","0"
"4081","432452","AKS D.O.O. ZVORNIK","0"
"4083","432453","PROBIOTIK DOO- GRADISKA","0"
"4084","432454","GRAKOP D.O.O.","0"
"4087","432455","NOTAR CARAPINA RUZA","0"
"4089","432457","AUTODIJELOVI AVA","0"
"4090","432458","AKS D.O.O.","0"
"4113","432459","MEGASOFT  D.O.O.","0"
"4114","432460","KARASINKOMERC D.O.O.","0"
"4115","432461","3EM GROUP D.O.O.","0"
"4116","432462","COMP EXPERT D.O.O.","0"
"4117","432463","MOTOREX D.O.O.","0"
"4118","432464","CENTAR MOTOR D.O.O.","0"
"4121","432465","LASVA KOMERC DOO","0"
"1447","433","DobavljaCi u inostranstvu","0"
"3229","433065","MAKSIMIL doo - Gornji Milanovac","0"
"3257","433110","ENERGOPET doo - Beograd","45"
"3363","433117","TUV SUD SAVA doo - Ljubljana","15"
"3260","433120","AL PACK doo - Subotica","0"
"3288","433213","PAK PROMET - Kragujevac","0"
"3745","4343","KratkoroCni dio dugoroCnih kreedita od drugih lica u zemlji","0"
"1424","439","Ostale obaveze iz poslovanja","0"
"1349","44","OBAVEZE IZ SPRECIFICNIH POSLOVA","0"
"1355","45","OBAVEZE PO OSNOVU PLACA, NAKNADA I OSTALIH PRIMANJA ZAPOSLENIH","0"
"1388","450","Obaveze za neto plaCe i naknade plaCe","0"
"1358","4500","Obaveze za neto plaCe za redovni rad tekuCeg perioada","0"
"1359","451","Obaveze za porez i posebne daZbine na plaCe i naknade plaCa","0"
"1365","4510","Obaveze za porez na dohodak iz plaCa zaposlenih","0"
"2635","4511","Obaveze za poreza na dohodak iz naknada plaCa zaposlenih","0"
"3007","4512","722581 - Obaveze za posebnu naknadu za zaStitu od nesreCa na plaCe","0"
"3008","4513","Obaveze za posebnu naknadu za zaStitu od nesreCa na naknande plaCe","0"
"3009","4514","722529 - Obaveze za opCu vodnu naknadu na plaCe","0"
"3010","4515","Obaveze za opCu vodnu naknadu na naknade plaCe","0"
"3011","4517","Obaveze za ostale daZbine na plaCe","0"
"3012","4518","Obaveze za ostale daZbine na naknade plaCe","0"
"3013","452","Obaveza za doprinose u vezi plaCa i naknada plaCa","0"
"3014","4520","Obaveza za doprinose za PIO/MIO iz osnovice","0"
"3015","4521","Obaveza za doprinose za PIO/MIO na osnovicu","0"
"3016","4522","Obaveza za doprinose za zdravstveno osiguranje iz osnovice","0"
"3017","4523","Obaveza za doprinose za zdravstveno osiguranje na osnovicu","0"
"3018","4524","Obaveza za doprinose za osiguranje u sluCaju nezaposlenosti iz osnovice","0"
"3019","4525","Obaveza za doprinose za osiguranje u sluCaju nezaposlenosti na osnovicu","0"
"3020","4527","Obaveze za ostale doprinose iz osnovice","0"
"3021","4528","Obaveze za ostale doprinose na osnovicu","0"
"3022","453","Obaveze za neto naknade plaCa koje se refundiraju","0"
"3023","454","Obaveze za porez i posebne daZbine na naknade plaCa koje se refundiraju","0"
"3024","455","Obaveze za doprinose u vezi naknada plaCa koje se refundiraju","0"
"3025","46","DRUGE OBAVEZE","0"
"3026","460","Obaveze po osnovu kamata i troSkova finansiranja","0"
"3857","463","Obaveza za naknade Cl. odbora, komisija i sl.","0"
"3856","465","Obaveza za doprinose u vezi naknada Cl.nadz.odbora, komisija i sl.","0"
"3719","466","Obaveze prema fiziCkim licima za naknade po ugovorima","0"
"3720","4660","Obaveze prema fiziCkim licima za naknade po ugovoru o djelu - neto iznos","0"
"3721","467","Obaveze za porez i posebne dadZbine na naknade fiziCkim licima","0"
"3722","4670","Obaveze za porez na dohodak na naknade fiziCkim licima","0"
"3723","4671","Obaveze za posebnu naknadu za zaStitu od nesreCe na naknade fiziCkim licima","0"
"3724","4672","Obaveze za opCu vodnu naknadu na naknade fiziCkim licima","0"
"3725","4678","Obaveze za ostale dadZbine na naknade fiziCkim licima","0"
"3726","468","Obaveze za doprinose u vezi naknada fiziCkim licima","0"
"3727","4680","Obaveze za doprinos za PIO/MIO na naknadu fiziCkim licima","0"
"3728","4681","Obaveze za doprinos za ZDRAVSTVENO OSIGURANJE iz naknade fiziCkim licima","0"
"3729","4688","Obaveze za ostale doprinose u vezi naknada fiziCkim licima","0"
"3027","47","OBAVEZE ZA PDV","0"
"3028","470","PDV po osnovu isporuka drugim obveznicima PDV-a","0"
"3029","4700","PDV po izlaznim fakturama - negotovinsko plaCanje","0"
"3030","4701","PDV po isporukama naplaCenim u gotovini","0"
"3031","4702","PDV po izlaznim fakturama - VODA, SKLADISTE TRG. ROBE i POLJOP. APOTEKA","0"
"3032","471","PDV po primljenim avansima","0"
"3891","4710","PDV po primljenim avansima za isporuku dobara i usluga","0"
"3033","472","PDV po osnovu vlastite potroSnje u neposlovne svrhe","0"
"3034","473","PDV na osnovu isporuka neobveznicima PDV-a","0"
"3035","479","Obaveze za razliku izmeDu obaveza za PDV i ulaznog poreza","0"
"3036","4790","Obaveze za uplatu PDV-a za porezni period","0"
"3037","48","OBAVEZE ZA OSTALE POREZE, DOPRINOSE I DRUGE DAZBINE","0"
"3038","480","Obaveze za akcize","0"
"3039","481","Obaveze za porez na dobit","0"
"3040","4810","Obaveze za akontacije poreza na dobit","0"
"3041","4811","Obaveze za porez na dobit po poreznom bilansu","0"
"3042","482","Obaveze ze poreze, carine i druge daZbine iz nabavke ili na teret troSkova","0"
"3043","483","Obaveze za ostale doprinose, Clanarine i sl. koje terete troSkove","0"
"3854","48301","Obaveza za TOPLI OBROK Volonterski ugovor","0"
"3855","48302","Obaveza za TROSKOVE PREVOZA Volonterski ugovor","0"
"3852","48303","ObraCun za doprinos PIO/MIO Volont.ugovor","0"
"3853","48304","ObraCun za doprinos ZDRAVSTVENO OSIG. Volont.ugovor","0"
"3044","4836","Naknade za vode","0"
"3348","483601","722524 - Posebna vodna naknada za flaSiranje vode","0"
"3349","483602","722525 - Posebna vodna naknada za industrijske procese","0"
"3350","483603","722522 - Posebna vodna naknada za ispuStanje otpadnih voda","0"
"3605","483604","722523 - Posebna vodna nakn. za koriSt. povrS i pod.voda za javnu opsk.","0"
"3045","4837","naknade za koriSCenje Suma","0"
"3688","4838","Obaveze za ostale nepomenute doprinose, Clanarine i sl. koje terete troSkove","0"
"3689","483801","722557 - Obaveza za naknadu za ambalaZu i ambalaZni otpad","0"
"3046","484","Obaveze za PDV koji se plaCa pri uvozu","0"
"3047","489","Ostale obaveze za poreze, doprinose i druge daZbine","0"
"3048","4891","Obaveze po osnovu federalnih, kantonalnih i opCinskih taksi","0"
"3347","4894","Obaveze za komunalne takse","0"
"3568","4898","Obaveze za koncesije","0"
"3049","49","PASIVNA VREMENSKA RAZGRANICENJA","0"
"3050","490","Unaprijed obraCunati rashodi perioda","0"
"4079","49000000","JU VETRINARSKI ZAVOD BIHAC","0"
"3051","491","ObraCunati prihodi narednog perioda","0"
"3052","492","RazgraniCeni zavisni troSkovi nabavke","0"
"3053","493","OdloZeni prihodi za primljenje donacije","0"
"3054","494","RazgraniCeni prihodi po osnovu plasmana","0"
"3055","495","OdloZene porezne prijave","0"
"3056","496","Ostala pasivna vremenska razgraniCenja","0"
"3944","4990","KratkoroCna rezervisanja po osnovu Stetnih ugovora","0"
"3057","5","RASHODI","0"
"3058","50","NABAVNA VRIJEDNOST PRODATE ROBE","0"
"3059","500","Nabavka robe","0"
"3060","5000","Nabavka robe","0"
"3061","501","Nabavna vrijednost prodate robe","0"
"3062","5010","Nabavna vrijednost prodate trgovaCke robe - skladiSte","0"
"3063","5012","Nabavna vrijednost robe prodate u tranzitu","0"
"3064","5013","Nabavna vrijednost prodate robe - Poljoprivredna apoteka","0"
"3065","51","MATERIJALNI TROSKOVI","0"
"3066","510","Nabavka sirovina, materijala, rezervnih dijelova i inventara","0"
"3067","5100","Nabavka sirovina, materijala, rezervnih dijelova i inventara","0"
"3068","511","UtroSene sirovine i materijal","0"
"3394","5110","UtroSene sirovine i materijal za izradu uCinaka","0"
"3383","5112","UtroSeni kancelarijski materijal","0"
"3356","5113","UtroSeni materijal za odrZavanje CistoCe","0"
"3395","5114","Ukalkulisani kalo, rastur, kvar i lom materijala","0"
"3354","5118","Ostale utroSene sirovine i materijali","0"
"3069","512","UtroSena energija i gorivo","0"
"3070","5120","UtroSena elektriCna energija","0"
"3490","5121","UtroSeni materijal za proizvodnju energije-ugalj, plin, loZ ulje, drva i sl.","0"
"3071","5124","UtroSeno dizel gorivo, benzin i motorno ulje za transport","0"
"3404","5128","UtroSena ostala energija i goriva","0"
"3072","513","UtroSeni rezervni dijelovi","0"
"3073","5130","UtroSeni rezervni dijelovi za odrZavanje nekretnina, postrojenja i opreme","0"
"3074","5131","UtroSeni rezervni dijelovi za odrZavanje i popravak putniCkih automobila i drugih transportnih sreds","0"
"3075","5132","UtroSeni materijal za odrZavanje vlastitih proizvoda","0"
"3076","5138","UtroSeni rezervni dijelovi za odrZavanje ostale imovine","0"
"3077","514","Otpis sitnog inventara, ambalaZe i autoguma","0"
"3420","5140","Otpis sitnog inventara za izradu uCinaka","0"
"4076","5143","OTPIS AMBALAZE","0"
"3079","5144","Otpis auto guma","0"
"3359","5145","Otpis HTZ opreme koja se ne ukljuCuje u cijenu koStanja uCinaka","0"
"3078","519","Odstupanje od cijena","0"
"3080","52","TROSKOVI PLACA I OSTALIH PRIMANJA ZAPOSLENIH I DRUGIH FIZICKIH LICA","0"
"3081","520","TroSkovi plaCa","0"
"3379","5200","TroSkovi bruto plaCa","0"
"3082","521","TroSkovi naknada plaCa","0"
"3866","5218","Ostali troSkovi naknada plaCa - volonteri","0"
"3083","523","TroSkovi sluZbenih putovanja zaposlenih","0"
"3930","5230","Dnevnice za sluZbena putovanja u zemlji","0"
"3084","524","TroSkovi ostalih primanja, naknada i materijalnih prava zaposlenih","0"
"3931","5240","Naknada za ishranu u toku rada (topli obrok)","0"
"3730","529","TroSkovi naknada ostalim fiziCkim licima","0"
"3731","5291","TroSkovi naknada po osnovu ugovora o djelu","0"
"3085","53","TROSKOVI PROIZVODNIH USLUGA","0"
"3086","530","TroSkovi usluga izrede i dorade uCinaka","0"
"3692","5308","Ostali troSkovi usluga na izradi, doradi i popravci uCinaka","0"
"3087","531","TroSkovi transportnih usluga","0"
"3088","5310","TroSkovi transportnih usluga u drumskom saobraCaju","0"
"3462","5319","Spediterske usluge","0"
"3089","532","TroSkovi usluga odrZavanja","0"
"3090","5320","TroSkovi usluga tekuCeg odrZavanja","0"
"3091","5321","TroSkovi usluga investicionog odrZavanja","0"
"3092","5323","TroSkovi usluga odrZavanja transportnih sredstava","0"
"3093","5324","TroSkovi usluga odrZavanja softvera","0"
"3094","5325","TroSkovi usluga odrZavanja okoliSa","0"
"3095","5328","Ostali troSkovi usluga odrZavanja ia zaStite","0"
"3096","533","TroSkovi zakupa","0"
"3935","5331","TroSkovi zakupa graDevina","0"
"3097","534","TroSkovi sajmova","0"
"3098","535","TroSkovi reklame i sponzorstva","0"
"3353","5351","TroSkovi reklame putem TV-a i radija","0"
"3427","5352","TroSkovi reklame putem prospekata i sl.","0"
"3595","5353","Merchandising usluga","0"
"3686","5354","Dati proizvodi i roba za reklamu i propagandu","0"
"3630","5358","Ostali troSkovi reklame i sponzorstva","0"
"3099","536","TroSkovi istraZivanja","0"
"3648","5368","Ostali troSkovi istraZivanja","0"
"3100","537","TroSkovi razvoja koji se ne kapitalizuju","0"
"3101","539","TroSkovi ostalih usluga","0"
"3361","53901","ZaStitarske usluge","0"
"3499","5398","TroSkovi ostalih proizvodnih usluga","0"
"3102","54","AMORTIZACIJA I TROSKOVI REZERVISANJA","0"
"3103","540","Amortizacija do visine porezno priznatih rashoda","0"
"3104","5401","Amortizacija graDevinskih objekata","0"
"3105","5402","Amortizacija postrojenja i opreme (maSina)","0"
"3563","5403","Amortizacija kancelarijske opreme","0"
"3106","5404","Amortizacija transportnih sredstava","0"
"3566","5408","Amortizacija koncesija","0"
"3107","55","NEMATERIJALNI  TROSKOVI","0"
"3108","550","TroSkovi neproizvodnih usluga","0"
"3109","5500","TroSkovi raCunovodstvenih usluga","0"
"3110","5502","TroSkovi advokatskih i notarskih usluga","0"
"3111","5503","TroSkovi zdravstvenih usluga","0"
"3358","55031","TroSkovi sanitarnog inspektora","0"
"3362","55032","TroSkovi analize sirovog mlijeka","0"
"3384","55033","Veterinarske usluge","0"
"3464","55034","TroSkovi analize vode","0"
"3501","55035","TroSkovi kontrole i analize proizvoda","0"
"3390","5504","TroSkovi za usluge ostalih druStvenih djelatnosti","0"
"3360","5505","TroSkovi struCnog obrazovanja zaposlenih","0"
"3355","5508","Komunalne usluge","0"
"3364","5509","Ostale neproizvodne usluge","0"
"3112","551","TroSkovi reprezentacije","0"
"3113","5510","TroSkovi reprezentacije","0"
"3114","5512","TroSkovi ugostiteljskih usluga","0"
"3115","552","TroSkovi premija osiguranja","0"
"3116","5520","TroSkovi premija osiguranja stalnih sredstava","0"
"3117","5525","TroSkovi premija osiguranja sredstava u transportu","0"
"3118","5526","TroSkovi premija za obavezno osiguranje lica","0"
"3119","5527","TroSkovi premija osiguranja zaposlenih od posljedica nesretnih sluCajeva","0"
"3120","553","TroSkovi platnog prometa","0"
"3121","5530","TroSkovi platnog prometa u zemlji","0"
"3551","5531","TroSkovi platnog prometa sa inostranstvom","0"
"3122","5532","TroSkovi za bankarske usluge","0"
"3123","5533","TroSkovi obrade kredita","0"
"3801","5534","Naknada za neiskoriSteni limit PROCREDIT","0"
"3547","5538","Ostali troSkovi platnog prometa","0"
"3124","554","TroSkovi poStanskih i telekomunikacionih usluga","0"
"3125","5540","PoStanske usluge","0"
"3126","5541","Telefonske usluge","0"
"3127","5542","Usluge interneta","0"
"4080","5543","USLUGE BRZE POSTE","0"
"3128","5548","Ostale poStanske i telekomunikacijske usluge","0"
"3129","555","TroSkovi poreza, naknada, taksi i dr. daZbina na teret pravnog lica","0"
"3130","5550","TroSkovi federalnih, kantonalnih i opCinskih poreza","0"
"3131","5551","Naknada za opCe i posebne vodne naknade","0"
"3372","55511","Posebna vodna naknada za flaSiranje vode - 722524","0"
"3132","5552","Naknada za opCe korisne funskcije Suma","0"
"3133","5553","Posebna naknada od prirodnih i drugih nesreCa","0"
"3134","5554","Federalne, kantonalne i opCinske takse","0"
"3135","55540","Komunalne takse","0"
"3136","55541","Sudske takse","0"
"3137","55542","Administrativne takse","0"
"3138","55548","Ostale takse","0"
"3370","5558","Ostali troSkovi poreza, naknada, taksi i dr. daZbina na teret pravnog lica","0"
"3373","55581","Koncesije","0"
"3690","55582","Naknada za ambalaZu i ambalaZni otpad","0"
"3139","556","TroSkovi Clanskih doprinosa i sl. obaveza","0"
"3140","559","Ostali nematerijalni troSkovi","0"
"3141","5590","TroSkovi za usluge posredovanja","0"
"3637","55901","TroSak- godiSnji bonusi od kupaca","0"
"3732","5593","TroSkovi postupka prisilne naplate","0"
"3901","5594","TroSkovi autoputa, tunela, mostarina i parkinga","0"
"3352","5598","Ostali nematerijalni troSkovi","0"
"3634","55981","Ostali nemat. troSkovi - ulazak novih artilaka u prod. centar","0"
"3652","5599","Veterinarska usluga pregleda DEZINFEKCIJA AUTA","0"
"3142","56","FINANSIJSKI RASHODI","0"
"3143","560","Finansijski rashodi iz odnosa s povezanim pravnim licima","0"
"3144","561","Rashodi kamata","0"
"3145","5610","Rashodi kamata po kreditima banaka","0"
"3351","56101","Rashodi kamata po kreditu INTESA SANPAOLO BANKA","0"
"3380","56102","Rashodi kamata po kreditu - PBS dugoroCni kredit","0"
"3388","56103","Rashodi kamata po kreditu - PBS Revolving","0"
"3570","56104","Rashodi kamata po kreditu - OVERDRAFT Raiffeisen Bank","0"
"3650","56105","Rashodi kamata - LOK","0"
"3697","56106","Rashodi kamata po kreditu BBI dugoroCni","0"
"3698","56107","Rashodi kamata po kreditu BBI kratkoroCni","0"
"3750","56108","Rashodi kamata po kreditu VAKUFSKA kratkoroCni","0"
"3779","56109","Rashodi kamata po kreditu PROCREDIT kratkoroCni","0"
"3146","5611","Rashodi kamata po zajmovima od pravnih lica","0"
"3147","5616","Zatezne kamate za neblagovremeno plaCanje obaveza iz duZniCko-povjerilaCkih odnosa","0"
"3496","5617","Zatezne kamate za neblagovremeno plaCene javne prihode","0"
"3148","562","Negativne kursne razlike","0"
"3149","563","Rashodi iz osnova valutne klauzule","0"
"3150","569","Ostali finansijski rashodi","0"
"3759","5691","Kasa skonto odobren kupcima","0"
"3151","57","OSTALI RASHODI I GUBICI","0"
"3152","570","Gubici od prodaje i rashodovanja stalnih sredstava","0"
"3668","5703","Gubici od prodaje opreme","0"
"3153","571","Gubici od prodaje i rashodovanja investicijskih nekretnina","0"
"3154","572","Gubici od prodaje i rashodovanja bioloSkih sredstava","0"
"3155","573","Gubici od prodaje sredstava namijenjenih prodaji i obustavljenog poslovanja","0"
"4058","5730","Gubici od prodaje sredstava namijenjenih prodaji i obustavljenog poslovanja","0"
"3156","575","Gubici od prodaje materijala","0"
"3402","5750","Gubici po osnovu prodaje materijala","0"
"3157","576","Manjkovi","0"
"3158","578","Rashodi po osnovu ispravke vrijednosti i otpisa potrZivanja","0"
"3631","5783","rashodi po osnovu dir. otpisa potraZ. od kupaca koji nisu povezana pravna lica","0"
"3159","579","Rashodi i gubici na zalihama materijala i robe i ostali rashodi","0"
"3707","5792","TroSkovi sudskih i drugih sporova","0"
"3561","5793","Naknadno odobreni rabati po osnovu prodaje","0"
"3608","57931","Naknadno odobreni rabat - trgovaCka roba","0"
"3749","57932","Naknadno odobreni rabati - CASSA","0"
"3740","57933","Naknadno odobreni rabati - periodiCni boniteti","0"
"3410","5794","Kazne za privredne prestupe i prekrSaje","0"
"3883","5799","Nepomenuti ostali rashodi","0"
"3160","58","RASHODI/GUBICI IZ OSNOVA UMANJENJA VRIJEDNOSTI SREDSTAVA","0"
"3161","580","Umannjenje vrijednosti nematerijalnih sredstava","0"
"3162","581","Umanjenje vrijednosti materijalnih stalnih sredstava","0"
"3163","585","Umanjenje vrijednosti zaliha","0"
"3164","59","EFEKTI PROMJENA RAC.POLIT. I ISPR. GRESAKA IZ RAN. GOD., PROMJENA VRIJED.ZALIHA UCIN. I PRENOS RASH.","0"
"3165","590","Rshodi iz osnova promjene raCunovodstvenih politika","0"
"3166","591","Rashodi iz osnova ispravki greSaka iz ranijih godina","0"
"3167","5910","Rashodi iz osnova ispravki greSaka iz ranijih godina koji nisu materijalno znaCajni","0"
"3168","595","PoveCanje vrijednosti zaliha uCinaka","0"
"3396","5950","PoveCanje vrijednosti nedovrSene proizvodnje, poluproizvoda, nedovrSenih usluga i gotovih proizvoda","0"
"3557","5951","PoveCanje proizvodnje u toku","0"
"3558","5952","PoveCanje gotovih proizvoda","0"
"3169","596","Smanjenje  vrijednosti zaliha uCinaka","0"
"3397","5960","Smanjenje vrijednosti nedovrSene proizvodnje, poluproizvoda, nedovrSenih usluga i gotovih proizvoda","0"
"3559","5961","Smanjenje proizvodnje u toku","0"
"3560","5962","Smanjenje gotovih proizvoda","0"
"3170","599","Prenos rashoda","0"
"3580","5990","Prenos rashoda","0"
"1694","6","PRIHODI","0"
"1695","60","PRIHODI OD PRODAJE","0"
"1696","600","Prihodi od prodaje robe povezanim pravnim licima","0"
"1698","601","Prihodi od prodaje robe na domaCem trZiStu (izvan grupe za konsolidaciju)","0"
"1699","6010","Prihodi od prodaje robe na malo na domaCem trZiStu","0"
"3368","60101","Prihodi od prodaje robe - Poljoprivredna apoteka","0"
"1700","6011","Prihodi od prodaje robe na veliko na domaCem trZiStu","0"
"3369","60111","Prihodi od prodaje - TrgovaCka roba - SkladiSte","0"
"1704","6012","Prihodi od prodaje robe u tranzitu","0"
"1721","602","Prihodi od prodaje robe na stranom trZiStu","0"
"3975","6020","Prihodi od prodaje robe na veliko u inostranstvu","0"
"3976","6021","Prihodi od prodaje robe u inostranstvu-Ziralno plaCanje","0"
"1787","61","PRIHODI OD PRODAJE UCINAKA","0"
"1788","610","Prihodi od prodaje uCinaka povezanim pravnim licima","0"
"1793","611","Prihodi od prodaje uCinaka na domaCem trZiStu (izvan grupe za konsolidaciju)","0"
"1794","6110","Prihodi od prodaje proizvoda na malo na domaCem trZiStu","0"
"1795","6111","Prihodi od prodaje proizvoda na veliko na domaCem trZiStu","0"
"3365","61111","Prihodi od prodaje mlijeka - Ziralno plaCanje","0"
"3366","61112","Prihodi od prodaje mlijeka - gotovinsko plaCanje","0"
"3367","61113","Prihodi od prodaje vode - Ziralno","0"
"3803","61114","Prihodi od prodaje vode - gotovinski","0"
"3773","6112","Prihod od vrSenja usluga na domaCem trZiStu","0"
"1802","612","Prihodi od prodaje uCinaka na stranom trZiStu","0"
"1860","62","PRIHODI OD AKTIVIRANJA ILI POTROSNJE ROBE I UCINAKA","0"
"1861","620","Prihodi od aktiviranja ili potroSnje robe","0"
"1865","621","Prihodi od aktiviranja ili potroSnje uCinaka","0"
"1897","64","PROMJENA VRIJEDNOSTI SPECIFICNIH STALNIH SREDSTAVA","0"
"1996","640","PoveCanje vrijednosti investicijskih nekretnina koja se ne amortizuju","0"
"1911","641","PoveCanje vrijednosti bioloSkih sredstava koja se ne amortizuju","0"
"1960","642","PoveCanje vrijednosti ostalih specifiCnih sredstava koja se ne amortizuju","0"
"2014","643","Smanjenje vrijednosti investicijskih nekretnina koje se ne amortizuju","0"
"1933","644","Smanjenje vrijednosti bioloSkih sredstava koja se ne amortizuju","0"
"1944","645","Smanjenje vrijednosti ostalih specifiCnih sredstava koja se ne amortizuju","0"
"1966","65","OSTALI POSLOVNI PRIHODI","0"
"2017","650","Prihodi od premija, subvencija, poticaja i sl.","0"
"3186","6500","Prihodi od premija","0"
"2025","6501","Prihodi od subvencija","0"
"2029","6502","Prihodi od dotacija","0"
"3371","6508","Ostali sliCni prihodi","0"
"3477","6509","Prihodi od naplate Stete od osiguravajuCih druStava","0"
"2032","651","Prihodi od zakupa","0"
"2825","652","Prihodi od donacija","0"
"2033","6520","Prihodi od donacija koje se direktno priznaju u prihod","0"
"2824","6521","Prihodi od donacija u obliku primljenih sredstava","0"
"2073","6528","Prihodi od ostalih donacija","0"
"2052","653","Prihodi od Clanarina","0"
"2038","654","Prihodi od tantijema i licencnih prava","0"
"2036","655","Prihodi od namjenskih izvora finansiranja","0"
"2822","659","Ostali prihodi po drugim osnovama","0"
"3393","6590","Ostali poslovni prihodi za koje nije propisan poseban konto","0"
"2823","66","FINANSIJSKI PRIHODI","0"
"2066","660","Finansijski prihodi od povezanih pravnih lica","0"
"2045","661","Prihodi od kamata","0"
"3374","6619","Ostale kamate","0"
"2053","662","Pozitivne kursne razlike","0"
"2077","663","Prihodi od efekata valutne klauzule","0"
"2092","664","Prihodi od uCeSCa u dobiti zajedniCkih ulaganja","0"
"2057","669","Ostali finansijski prihodi","0"
"3665","6698","Ostali finansijski prihodi","0"
"3187","67","OSTALI PRIHODI I DOBICI","0"
"2068","670","Dobici od prodaje nematerijalnih i materijalnih stalnih sredstava","0"
"3657","6703","Dobici po osnovu prodaje postrojenja i opreme","0"
"3659","6704","Dobici po osnovu prodaje transportnih sredstava","0"
"2074","671","Dobici od prodaje investicijskih nekretnina","0"
"2084","672","Dobici od prodaje bioloSkih sredstava","0"
"2090","673","Dobici od prodaje stalnih sredstava namijenjenih prodaji i obustavljenog poslovanja","0"
"2093","674","Dobici od prodaje uCeSCa u kapitalu i vrijednosnih papira","0"
"2102","675","Dobici od prodaje materijala","0"
"3376","6750","Dobici od prodaje materijala","0"
"3582","6754","Dobici od prodaje ambalaZe","0"
"2107","676","ViSkovi","0"
"2111","677","NaplaCena otpisanja potraZivanja","0"
